	English	Arabic	time/m.s
270	"The gentleman from Tellson’s had nothing left for it but to empty his glass with an air of stolid desperation, settle his odd little flaxen wig at the ears, and follow the waiter to Miss Manette’s apartment. It was a large, dark room, furnished in a funereal manner with black horsehair, and loaded with heavy dark tables. These had been oiled and oiled, until the two tall candles on the table in the middle of the room were gloomily reflected on every leaf; as if THEY were buried, in deep graves of black mahogany, and no light to speak of could be expected from them until they were dug out.
"	[{'translation_text': 'ولم يترك للسيد من تيلسون شيئاً له سوى أن يفرغ كأسه بهواء من اليأس المتزعزع، وأن يستقر في أذنيه، وأن يتبع النادل إلى شقة الآنسة مانيت، وكانت غرفة مظلمة كبيرة، ومزودة بطريقة مرحية بشعر أسود، ومحشوة بطاولات سوداء ثقيلة، كانت قد دُهنت وزيوت، إلى أن انعكست الشموعتان الطويلتان على الطاولة في منتصف الغرفة على كل ورقة، وكأنهما دُفنتا، في قبور عميقة من الماهوغاني الأسود، ولم يكن من المتوقع أن يكون هناك ضوء للتكلم عنهما حتى يتم حفرهما.'}]	4.35
271	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
272	"The obscurity was so difficult to penetrate that Mr. Lorry, picking his way over the well-worn Turkey carpet, supposed
"	[{'translation_text': 'كان من الصعب جداً اختراق الغموضية لدرجة أن السيد (لوري) اختار طريقه على السجادة التركية العفنة جداً'}]	1.0
273	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
274	"Miss Manette to be, for the moment, in some adjacent room, until, having got past the two tall candles, he saw standing to receive him by the table between them and the fire, a young lady of not more than seventeen, in a riding-cloak, and still holding her straw travelling- hat by its ribbon in her hand. As his eyes rested on a short, slight, pretty figure, a quantity of golden hair, a pair of blue eyes that met his own with an inquiring look, and a forehead with a singular capacity (remembering how young and smooth it was), of rifting and knitting itself into an expression that was not quite one of perplexity, or wonder, or alarm, or merely of a bright fixed attention, though it included all the four expressions-as his eyes rested on these things, a sudden vivid likeness passed before him, of a child whom he had held in his arms on the passage across that very Channel, one cold time, when the hail drifted heavily and the sea ran high. The likeness passed away, like a breath along the surface of the gaunt pier-glass behind her, on the frame of which, a hospital procession of negro cupids, several headless and all cripples, were offering black baskets of Dead Sea fruit to black divinities of the feminine gender-and he made his formal bow to Miss Manette.
"	[{'translation_text': 'وفي هذه اللحظة، في غرفة متجاورة، إلى أن، بعد أن تجاوز الشموعتين، رأى أنه يقف ليستقبله من خلال الطاولة التي بينهما وبين النار، وشابة لا يزيد عمرها عن سبع عشرة سنة، في قافلة، ولا تزال تحمل قشها متنقلاً بقنبلتها بشريطها في يدها، إلى أن، بعد أن مرّت عيناه على شكل قصير أو طفيف أو جميل، وكمية من الشعر الذهبي، وزوج من العيون الزرقاء التي التقت بأمراه بنظرة استعلامية، وجبهة ذات قدرة فريدة (تذكر كم كان صغيراً وسلساً)، على التشقق والحياكة نفسها إلى تعبير لم يكن تماماً واحداً من البؤرة، أو العجائب، أو الإنذار، أو مجرد اهتمام لامع ثابت، على الرغم من أنه يشمل جميع أشكال التعبير الأربعة كما كانت عيونه مستريحة على هذه الأشياء، ومشابهة مفاجئة مرت أمامه، لطفل كان قد احتجزه في ذراعيه على ممره عبر تلك القناة ذاتها، في وقت بارد واحد، عندما انجرف المطر بكثافة ونفذ البحر عالياً.'}]	19.6
275	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
276	"“Pray take a seat, sir.” In a very clear and pleasant young voice; a little foreign in its accent, but a very little indeed.
"	[{'translation_text': 'وفي صوت شاب واضح ولطيف جدا؛ وغريب قليلا في لهجته، ولكن قليلا جدا في الواقع.'}]	0.67
277	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.26
278	"“I kiss your hand, miss,” said Mr. Lorry, with the manners of an earlier date, as he made his formal bow again, and took his seat.
"	[{'translation_text': 'وقال السيد لوري “أنا أقبل يدك يا آنسة”، مع سلوكيات تاريخ سابق، إذ قام مرة أخرى باجتياحه الرسمي، وجلس في مقعده.'}]	1.11
279	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
280	"“I received a letter from the Bank, sir, yesterday, informing me that some intelligence–or discovery–”
"	"[{'translation_text': '"" تلقيت رسالة من البنك، يا سيدي، أمس، أبلغني فيها أن بعض الاستخبارات - أو الاكتشاف - ""'}]"	0.73
281	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
282	"“The word is not material, miss; either word will do.”
"	"[{'translation_text': '"" إن الكلمة ليست مادية، بل هي كذلك؛ وكل كلمة ستفي بالغرض "" .'}]"	0.55
283	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
284	"“–respecting the small property of my poor father, whom I never saw–so long dead–”
"	"[{'translation_text': '""- احترام الملكية الصغيرة لوالدي الفقير، الذي لم أره قط - ميت منذ زمن طويل - ""'}]"	0.72
285	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.3
286	"Mr. Lorry moved in his chair, and cast a troubled look towards the hospital procession of negro cupids. As if THEY had any help for anybody in their absurd baskets!
"	[{'translation_text': 'السيد (لوري) تحرك في كرسيه، وألقى نظرة مضطربة نحو موكب المستشفى لـ (كيوبيدز) الزنجي، كما لو كان لديهم أي مساعدة لأي شخص في سلالهم السخيفة!'}]	1.51
287	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.3
288	"“–rendered it necessary that I should go to Paris, there to communicate with a gentleman of the Bank, so good as to be despatched to Paris for the purpose.”
"	"[{'translation_text': '"" - كان من الضروري أن أذهب إلى باريس، هناك للتواصل مع رجل محترم من البنك، من الجيد جداً أن يتم إرسالي إلى باريس لهذا الغرض "" .'}]"	1.03
289	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
290	"“Myself.”
"	"[{'translation_text': '"" نفسي "" .'}]"	0.27
291	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
292	"“As I was prepared to hear, sir.”
"	[{'translation_text': '“كما كنت مستعدا لسماعه، يا سيدي”.'}]	0.36
293	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
294	"She curtseyed to him (young ladies made curtseys in those days), with a pretty desire to convey to him that she felt how much older and wiser he was than she. He made her another bow.
"	[{'translation_text': 'فَقَدْ رَجَعَتْ لَهُ ( جَعَلَتْ أَشْبَابُ ٱلْمَسِيحِيَّاتِ ٱلْمُقَدَّسَاتِ فِي هٰذِهِ ٱلْيَوْمَاتِ ) بِطَرِيقَةٍ جَمِيعَةٍ أَنْ تُبَلِّغَهُ أَنَّهَا شَعْبُهُ وَأَحْكَمَهُ كَمْ كَانَ مِنْهَا ، وَجَعَلَهَا قَلْبًا آخَرًا .'}]	5.79
